obsid,species,colors,time,duration,attempts,Rinter,Rintra,Iinter,Iintra,Notes,Successes,Observer,Sex,birdid,Colony,Date,Juv,Time of Day
,Rheg,s-gw,,01:15:00,1,0,0,0,0,,1,,Male,Rs-gw,Chris,06/19/2007,,AM
,Rheg,s-gp,,02:35:00,1,0,0,0,0,,1,,Male,Rs-gp,Chris,06/20/2007,,AM
,Rheg,s-gw,,02:10:00,4,0,0,0,1,,3,,Male,Rs-gw,Chris,06/20/2007,,AM
,Rheg,s-gw,,03:33:00,1,0,0,0,0,,1,,Male,Rs-gw,Chris,06/20/2007,,AM
,Rheg,s-gp,,04:02:00,1,0,0,0,0,,1,,Male,Rs-gp,Chris,06/20/2007,,AM
,G. sal,s-yg,,01:11:00,0,0,0,0,0,,0,,Male,Gs-yg,Rani,06/16/2007,,AM
,G. sal,s-yg,,01:05:00,1,0,0,0,0,,0,,Male,Gs-yg,Rani,06/16/2007,,AM
,G. sal,s-yg,,02:25:00,7,0,0,0,0,,2,,Male,Gs-yg,Rani,06/16/2007,,AM
,G. sal,unb,,01:23:00,2,0,0,0,0,,0,,Female,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,01:29:00,2,0,0,0,0,,2,,Female,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,02:40:00,0,0,0,0,0,,0,,Female,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,01:48:00,0,0,0,0,0,,0,,Female,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,02:17:00,4,0,0,0,0,,2,,Female,Gunb,Rani,06/16/2007,,AM
,G. sal,unk,,00:44:00,1,0,0,0,0,,1,,Male,Gunk,Rani,06/16/2007,,AM
,G. sal,unb,,01:12:00,1,0,0,0,0,,0,,Female,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,00:56:00,2,0,0,0,0,,1,,Male,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,00:53:00,1,0,0,0,0,,0,,Male,Gunb,Rani,06/16/2007,,AM
,G. sal,unb,,01:05:00,2,0,0,0,0,tumor ,0,,Male,Gunb,Chris,06/16/2007,,AM
,G. sal,unb,,01:00:00,0,1,0,0,0,rheg,o,,Male,Gunb,Chris,06/16/2007,,AM
,G. sal,unb,,01:19:00,2,1,0,0,0,rheg,1,,Male,Gunb,Nelly,06/19/2007,,AM
,Rheg,unb,,01:14:00,4,0,0,0,0,,4,,Male,Runb,Nelly,06/19/2007,,AM
,G. sal,unb,,02:15:00,3,0,0,0,0,,2,,Female,Gunb,Nelly,06/19/2007,,AM
,G. sal,s-yg,,01:07:00,1,0,0,0,,,1,,Male,Gs-yg,Norma-Jean,06/19/2007,,AM
,G. sal,unb,,01:35:00,0,0,0,0,0,,0,,Male,Gunb,Chris,06/18/2007,,AM
,G. sal,unb,,01:15:00,1,0,0,0,0,,1,,Male,Gunb,Chris,08/18/2007,,AM
,G. sal,unb,,02:41:00,2,0,0,0,0,,0,,Female,Gunb,Chris,06/19/2007,,AM
,G. sal,unb,,01:00:00,0,0,0,0,0,,0,,Female,Gunb,Chris,06/19/2007,,AM
,M. fort,unb,,02:14:00,0,0,0,0,0,,0,,Male,Munb,Chris,06/22/2007,,AM
,M. fort,unb,,01:03:00,0,0,0,0,0,,0,,Male,Munb,Chris,06/22/2007,,PM
,M. fort,unb,,01:27:00,3,0,0,0,0,,2,,Male,Munb,Chris,06/22/2007,,PM
,M. fort,unb,,01:43:00,2,0,0,0,0,,1,,Male,Munb,Chris,06/22/2007,,PM
,M. fort,unb,,01:19:00,1,0,0,1,0,Rheg,1,,Male,Munb,Chris,06/22/2007,,PM
,M. fort,unb,,04:30:00,0,0,0,0,0,,0,,Male,Munb,Chris,06/22/2007,,PM
,M. fort,unb,,03:54:00,5,0,0,0,0,,2,,Male,Munb,Chris,06/22/2007,,PM
,M. fort,unb,,01:00:00,1,0,0,0,0,,1,,Male,Munb,Chris,06/22/2007,,PM
,D. mer,unb,,01:51:00,1,0,0,0,0,,1,,Unknown,Dunb,Norma-Jean,06/19/2007,,AM
,D. mer,unb,,01:36:00,2,0,0,0,0,,1,,Unknown,Dunb,Norma-Jean,06/19/2007,,AM
,D. mer,unb,,01:03:00,0,0,0,0,1,,0,,Unknown,Dunb,Norma-Jean,06/19/2007,,AM
,D. mer,unb,,01:07:00,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jeean,06/19/2007,,AM
,D. mer,??-s,,00:46:00,0,0,1,0,0,,0,,Unknown,D??-s,Rani,06/22/2007,,AM
,D. mer,unb,,01:43:00,0,0,0,0,1,,0,,Unknown,Dunb,Rani,06/22/2007,,AM
,D. mer,unb,,00:40:00,0,0,1,0,0,,0,,Unknown,Dunb,Rani,06/22/2007,,AM
,D. mer,s-rb,,01:15:00,1,0,0,0,1,,1,,,Ds-rb,Rani,06/22/2007,,AM
,D. mer,unb,,00:54:00,2,0,0,0,0,,1,,Unknown,Dunb,Rani,06/22/2007,,AM
,D. mer,os-g,,01:28:00,0,0,0,0,2,,0,,Unknown,Dos-g,Rani,06/22/2007,,AM
,D. mer,s-pp,,01:30:00,2,0,0,0,0,,0,,Unknown,Ds-pp,Rani,06/22/2007,,AM
,D. mer,s-pb,,00:43:00,0,0,2,0,0,,0,,Unknown,Ds-pb,Rani,06/22/2007,,AM
,D. mer,unb,,01:20:00,0,0,0,0,0,,0,,Unknown,Dunb,Rani,06/22/2007,,AM
,D. mer,s-yw,,01:01:00,0,0,0,0,0,,0,,Unknown,Ds-yw,Chris,06/22/2007,,PM
,D. mer,s-yw,,01:29:00,1,0,0,0,0,,1,,Unknown,Ds-yw,Chris,06/22/2007,,PM
,Rheg,s-gp,,02:09:00,1,0,0,0,0,,1,,Male,Rs-gp,Chris,06/16/2007,,AM
,Rheg,unb,,01:00:00,1,0,0,0,0,,1,,Male,Runb,Rani,06/22/2007,,AM
,Rheg,s-wp,,02:57:00,4,0,0,0,0,,2,,Female,Rs-wp,Rani,06/22/2007,,AM
,Rheg,s-gp,,03:01:00,0,0,0,0,0,,0,,Male,Rs-gp,Rani,06/22/2007,,AM
,Rheg,s-gw,,00:57:00,0,0,0,0,0,,0,,Male,Rs-gw,Rani,06/22/2007,,AM
,Rheg,s-gp,,01:39:00,2,0,0,0,0,,1,,Male,Rs-gp,Chris,06/22/2007,,PM
,Rheg,s-gp,,01:18:00,5,0,0,0,1,,1,,Male,Rs-gp,Chris,06/22/2007,,PM
,Rheg,s-gw,,01:10:00,2,0,0,0,0,,2,,Male,Rs-gw,Chris,06/22/2007,,PM
,Rheg,s-??,,02:52:00,1,0,0,0,0,,1,,Male,Rs-??,Chris,06/22/2007,,PM
,Rheg,s-gw,,01:29:00,1,0,0,0,0,,1,,Male,Rs-gw,Chris,06/22/2007,,PM
,Rheg,s-gw,,01:17:00,1,0,0,0,0,,0,,Male,Rs-gw,Chris,06/22/2007,,PM
